City,Marital_Total_Pop,Never_Married,Married,Divorced,Widowed,Pct_Married,Pct_Divorced,Pct_Never_Married,Pct_Widowed,Ever_Married_Pop,Pct_Divorced_Ever_Married
Sivas,509030,143564,314025,14878,36563,0.6169086301396774,0.029228139795296936,0.28203445769404556,0.07182877237098009,365466,0.040709669298922474
Tekirdağ,879486,217220,571972,41487,48807,0.6503480441985432,0.047171870842742235,0.24698517088390265,0.05549491407481188,662266,0.0626440131306756
Tokat,489292,124322,311718,14110,39142,0.6370796988301464,0.02883758573612485,0.2540854949600648,0.07999722047366399,364970,0.03866071183932926
Trabzon,659009,188310,408069,17325,45305,0.6192161260316627,0.026289474043601834,0.2857472356219718,0.06874716430276369,470699,0.03680696156142248
Tunceli,71149,21660,40932,3575,4982,0.5752997231162771,0.05024666544856569,0.3044315450673938,0.07002206636776342,49489,0.0722382751722605
Şanlıurfa,1311902,466773,784226,17647,43256,0.5977778827991725,0.013451462075673335,0.3557986800843356,0.0329719750408186,845129,0.020880835943388524
Uşak,305023,70794,197862,15584,20783,0.6486789520790236,0.05109122918599581,0.23209397324136213,0.06813584549361851,234229,0.06653317906834764
Van,770209,282504,453698,6669,27338,0.5890582945667994,0.008658688745522319,0.36678875474059636,0.0354942619470819,487705,0.013674249802647092
Yozgat,335977,85804,214790,10259,25124,0.6392997139685157,0.030534828276935624,0.25538652943505064,0.07477892831949806,250173,0.04100762272507425
Zonguldak,490493,121907,310107,22556,35923,0.6322353224205034,0.04598638512680099,0.2485397345120114,0.07323855794068417,368586,0.0611960302344636
Aksaray,325786,85217,209348,13284,17937,0.6425936043906122,0.04077523282154543,0.2615735482801594,0.055057614507682956,240569,0.05521908475323088
Bayburt,68828,24946,38698,1075,4109,0.5622421107688731,0.015618643575289127,0.362439704771314,0.05969954088452374,43882,0.024497516065812863
Karaman,203686,53924,128710,8466,12586,0.6319040091120647,0.04156397592372574,0.2647408265663816,0.06179118839782803,149762,0.05652969378079887
Kırıkkale,225422,59774,139551,9901,16196,0.6190655747886187,0.043922066169229265,0.2651648907382598,0.07184746830389226,165648,0.059771322322032264
Batman,421869,167296,236220,4175,14178,0.5599368524352346,0.009896437045623168,0.39655912143343075,0.03360758908571144,254573,0.01640001099880977
Şırnak,353119,157465,183269,2491,9894,0.5190006768256593,0.007054279152353739,0.44592616086928205,0.028018883152704895,195654,0.01273165894896092
Bartın,169584,41467,108160,6622,13335,0.6377960184923106,0.03904849514105104,0.2445218888574394,0.07863359750919897,128117,0.05168712973297845
Ardahan,75757,21745,46802,1426,5784,0.6177910952123236,0.018823343057407238,0.2870361814749792,0.07634938025528994,54012,0.026401540398429978
Iğdır,144846,48937,85586,3604,6719,0.590875826740124,0.02488159838725267,0.3378553774353451,0.04638719743727821,95909,0.03757728680311545
Yalova,233435,64026,141659,13572,14178,0.6068455887077773,0.05814038169083471,0.2742776361728104,0.06073639342857755,169409,0.08011380741282931
Karabük,209966,63248,123650,7874,15194,0.5889048703123363,0.037501309735862,0.30122972290751837,0.07236409704428336,146718,0.053667579983369455
Kilis,104986,31254,65254,2584,5894,0.6215495399386585,0.024612805516926066,0.2976968357685787,0.05614081877583678,73732,0.03504584169695654
Osmaniye,411430,114850,262284,12831,21465,0.6374936198138201,0.03118635004739567,0.279148336290499,0.052171693848285246,296580,0.0432632004855351
Düzce,319448,85160,200778,13005,20505,0.6285154391325035,0.040710851218351655,0.2665848588815707,0.06418885076757407,234288,0.05550860479409957
Adana,1694649,489965,1031998,82063,90623,0.6089744838016604,0.04842477704822651,0.28912476860990094,0.053475970540212164,1204684,0.06811993850669554
Adıyaman,450464,140839,281593,7726,20306,0.6251176564608937,0.01715120409178092,0.3126531753924842,0.04507796405484123,309625,0.024952765442067017
Afyonkarahisar,569082,133264,376958,18250,40610,0.6623966317683567,0.0320691921375127,0.23417363402813654,0.071360542065994,435818,0.04187527821246484
Ağrı,350151,126084,207402,2875,13790,0.5923215983961205,0.008210743365005383,0.3600846491942048,0.0393830090446693,224067,0.012830983589729858
Amasya,271261,64253,176685,8163,22160,0.6513468578232772,0.03009278886386174,0.2368678136554831,0.08169253965737795,207008,0.03943325861802442
Ankara,4381098,1179161,2745552,235364,221021,0.626681256616492,0.0537226056116526,0.26914736899288716,0.050448768778968194,3201937,0.07350675544209645
Antalya,1925254,495583,1213438,127412,88821,0.6302742391393551,0.0661793197157362,0.2574117493068447,0.046134691838063964,1429671,0.08911980448648675
Artvin,141057,36420,88652,3655,12330,0.6284835208461828,0.025911510949474324,0.25819349624619836,0.08741147195814458,104637,0.03493028278715942
Aydın,898631,209843,570885,51800,66103,0.6352830027007749,0.05764323732433001,0.2335140897654321,0.07355967020946307,688788,0.07520456221653106
Balıkesir,1026298,222205,666632,52708,84753,0.6495501306638033,0.051357403015498425,0.21651118875804104,0.08258127756265723,804093,0.06554963169683109
Bilecik,174879,42067,113875,6426,12511,0.6511645194677462,0.03674540682414698,0.24054917971854825,0.0715408939895585,132812,0.04838418215221516
Bingöl,206875,72718,122508,2324,9325,0.5921836858006042,0.011233836858006042,0.3515069486404834,0.045075528700906344,134157,0.01732298724628607
Bitlis,237977,85841,141453,1485,9198,0.5943977779365233,0.006240098833080508,0.3607113292461036,0.0386507939842926,152136,0.009761003312825367
Bolu,251530,62875,161422,9045,18188,0.6417604261917067,0.035959925257424565,0.2499701824832028,0.07230946606766589,188655,0.047944660888924226
Burdur,218467,51246,141822,7998,17401,0.6491689820430545,0.036609648139078216,0.234570896290973,0.07965047352689422,167221,0.04782892100872498
Bursa,2403119,597052,1561560,102529,141978,0.6498055235716583,0.042664969982759905,0.248448786764201,0.05908071968138074,1806067,0.05676921177342812
Çanakkale,450254,101130,291621,20955,36548,0.6476810866755209,0.046540397198026,0.22460655541094582,0.08117196071550725,349124,0.060021654197362544
Çankırı,154149,33827,102673,4626,13023,0.6660633542870859,0.030009925461728586,0.2194435254202103,0.08448319483097523,120322,0.038446834327886835
Çorum,422058,93264,280435,13685,34674,0.6644465926484038,0.032424453511128805,0.22097436845172938,0.08215458538873804,328794,0.04162180575071321
Denizli,825320,194587,534851,42014,53868,0.6480528764600397,0.050906315126254056,0.23577157950855426,0.06526922890515194,630733,0.06661138706869627
Diyarbakır,1202902,449694,694841,15662,42705,0.57763724725705,0.013020179532497244,0.37384092802239915,0.03550164518805356,753208,0.02079372497371244
Edirne,341364,81947,215386,14911,29120,0.6309569843334388,0.04368064587947176,0.24005753389343926,0.08530483589365018,259417,0.05747888534675831
Elazığ,457180,141238,277150,11820,26972,0.606216369919944,0.025854149350365282,0.3089330241917844,0.0589964565379063,315942,0.037411930037791745
Erzincan,186502,55577,112529,5583,12813,0.603366183740657,0.029935335814093147,0.2979968043238142,0.0687016761214357,130925,0.04264273438991789
Erzurum,562769,183837,337118,8381,33433,0.5990344173186511,0.014892433662835018,0.3266651148162035,0.05940803420231036,378932,0.02211742476222647
Eskişehir,713886,186876,439530,37826,49654,0.6156865381867693,0.05298605099413632,0.26177288810818533,0.06955452271090902,527010,0.07177472913227453
Gaziantep,1421471,416087,907654,39977,57753,0.6385314930800559,0.028123683142322286,0.2927157852675151,0.04062903851010678,1005384,0.03976291645779125
Giresun,371616,92830,232355,13483,32948,0.6252556402307758,0.036282076121587875,0.2498008697149746,0.08866141393266168,278786,0.048363260708930864
Gümüşhane,114426,34968,69079,2354,8025,0.6037002079946865,0.020572247566112596,0.3055948822819988,0.07013266215720203,79458,0.029625714213798483
Hakkari,199367,94896,97996,968,5507,0.49153571052380785,0.004855367237306073,0.47598649726384007,0.02762242497504602,104471,0.009265729245436533
Hatay,1202664,347869,757338,39120,58337,0.6297170281974017,0.032527788309951906,0.28924870121663243,0.04850648227601392,854795,0.04576535894571213
Isparta,351849,90479,224644,12419,24307,0.6384670696804595,0.03529639134969831,0.25715292639740345,0.06908361257243875,261370,0.047515017025672415
Mersin,1418226,390395,876216,74901,76714,0.6178253677481587,0.052813162359172654,0.27526994992335496,0.05409151996931378,1027831,0.07287287501544515
İstanbul,11755384,3516338,7089437,620120,529489,0.6030800014699648,0.05275199857358977,0.2991257452755265,0.04504225468091897,8239046,0.07526599560191799
İzmir,3557841,905716,2178501,252543,221081,0.612309824975315,0.07098209279166776,0.25456899282458095,0.06213908940843618,2652125,0.09522288730734788
Kars,207796,67495,125813,2999,11489,0.6054640127817668,0.014432424108260023,0.3248137596488864,0.055289803461086834,140301,0.021375471308116123
Kastamonu,311484,70189,201934,9958,29403,0.6482965417164285,0.031969539366388,0.2253374170101835,0.09439650190700004,241295,0.04126898609585777
Kayseri,1071199,277757,695684,38300,59458,0.649444220915068,0.03575432762726627,0.2592954250330704,0.05550602642459524,793442,0.04827069905550752
Kırklareli,303233,72829,192219,13923,24262,0.6338986851694901,0.045915187331194166,0.24017504691112115,0.08001108058819456,230404,0.060428638391694586
Kırşehir,186430,47778,118338,6887,13427,0.6347583543421124,0.036941479375636965,0.2562784959502226,0.07202167033202811,138652,0.04967111906066988
Kocaeli,1524695,406318,984978,59757,73642,0.6460164163980338,0.039192756584103705,0.26649133105309586,0.04829949596476672,1118377,0.05343189282326085
Konya,1698762,432341,1111733,57642,97046,0.6544371724820781,0.033931769135405666,0.2545035737790226,0.0571274846034936,1266421,0.045515669749633024
Kütahya,469147,106934,309839,15187,37187,0.6604305260398127,0.03237151681669072,0.22793282276130936,0.07926513438218724,362213,0.04192836811489372
Malatya,620357,183175,382647,18240,36295,0.616817413199174,0.029402424732855436,0.2952735279846927,0.05850663408327785,437182,0.04172175432657337
Manisa,1151896,266902,758984,45873,80137,0.65889976178405,0.039823907713890834,0.23170668185322285,0.06956964864883636,884994,0.05183424972372694
Kahramanmaraş,845474,231955,551606,23230,38683,0.6524221915753766,0.02747571184921121,0.2743490633656387,0.045753033209773454,613519,0.03786353804853639
Mardin,568288,218668,322885,5824,20911,0.568171420125007,0.010248324793062672,0.38478377160876176,0.03679648347316854,349620,0.016658085921858017
Muğla,803231,190360,509565,56882,46424,0.6343940908655169,0.07081648990141068,0.2369928451466639,0.057796574086408516,612871,0.09281235366006876
Muş,271675,99755,159939,1762,10219,0.5887144566117604,0.006485690622987025,0.36718505567313886,0.03761479709211374,171920,0.010248953001395998
Nevşehir,235740,56094,154105,9181,16360,0.6537074743361331,0.038945448375328755,0.23794858742682617,0.06939848986171206,179646,0.0511060641483807
Niğde,275184,72965,175934,8926,17359,0.6393322286179429,0.03243647886505029,0.2651498633641491,0.06308142915285772,202219,0.044140263773433754
Ordu,613955,143275,405264,18115,47301,0.6600874656937398,0.029505419778322516,0.2333640087628572,0.0770431057650805,470680,0.038486870060338234
Rize,280369,80696,170606,7194,21873,0.6085052199066231,0.02565904219082709,0.28782069344328365,0.07801504445926619,199673,0.03602890726337562
Sakarya,801965,212307,509643,29993,50022,0.6354928207590107,0.03739938775382966,0.26473349834469084,0.06237429314246881,589658,0.050865077723019105
Samsun,1066608,272332,682595,38758,72923,0.6399680107405907,0.03633762356929631,0.255325292891109,0.06836907279900395,794276,0.04879663995890597
Siirt,218701,86092,123163,1521,7925,0.563157004311823,0.00695470071010192,0.39365160653129155,0.03623668844678351,132609,0.011469809741420266
Sinop,178702,39290,116293,6514,16605,0.6507649606607648,0.03645174648297165,0.21986323600183547,0.09292005685442804,139412,0.046724815654319574
Sivas,501772,140186,312170,13563,35853,0.6221351530177053,0.027030204953644284,0.2793818706504149,0.07145277137823554,361586,0.03750974871814727
Tekirdağ,846513,206817,555134,37897,46665,0.6557891018803019,0.04476836150183163,0.24431638970695074,0.05512614691091572,639696,0.059242202546209446
Tokat,478249,119802,306944,13085,38418,0.641807928505862,0.027360224485571325,0.250501307896096,0.0803305391124707,358447,0.036504699439526625
Trabzon,644074,183066,400731,15974,44303,0.6221816126718358,0.024801497964519605,0.28423131503522886,0.06878557432841569,461008,0.03465015791483011
Tunceli,70673,21683,40783,3266,4941,0.5770662063305647,0.04621283941533542,0.3068074087699687,0.06991354548413115,48990,0.06666666666666667
Şanlıurfa,1284507,464486,762345,15822,41854,0.5934922892596147,0.012317566194656782,0.3616064373335451,0.03258370721218335,820021,0.019294627820507036
Uşak,294216,65659,193850,14351,20356,0.6588696739810207,0.04877708894145798,0.22316597329852897,0.0691872637789923,228557,0.06278958859277992
Van,763375,281179,449744,5829,26623,0.589152120517439,0.007635827738660553,0.36833666284591454,0.034875388897985915,482196,0.012088445362466714
Yozgat,326343,81857,210716,9145,24625,0.645688738535835,0.028022663271465912,0.25083118069025534,0.07545741750244375,244486,0.037405004785550096
Zonguldak,485215,118513,309806,21562,35334,0.6384922147913812,0.044438032624712756,0.24424842595550425,0.07282132662840184,366702,0.05879978838402845
Aksaray,308804,79233,200196,12127,17248,0.648294711208404,0.03927086436704188,0.25658022564474553,0.05585419877980855,229571,0.05282461634962604
Bayburt,64942,21783,38117,993,4049,0.5869391149025284,0.015290566967447877,0.33542237689014814,0.06234794123987558,43159,0.023007947357445723
Karaman,197089,50630,126499,7610,12350,0.6418369366123934,0.03861199762543825,0.2568890196814637,0.06266204608070465,146459,0.05195993417953147
Kırıkkale,220990,57103,138750,9370,15767,0.6278564640933979,0.04240010860219919,0.2583963075252274,0.07134711977917553,163887,0.057173540305210296
Batman,413763,166410,229980,3664,13709,0.5558254363004909,0.008855310890533954,0.4021867590867236,0.033132493722251626,247353,0.01481283833226199
Şırnak,342517,153622,176985,2187,9723,0.5167188781870681,0.0063850845359500405,0.44850912509452084,0.028386912182461015,188895,0.011577860716270944
Bartın,164743,38111,107329,6196,13107,0.6514935384204488,0.03761009572485629,0.23133608104744965,0.07956028480724522,126632,0.048929180617853306
Ardahan,75977,21781,47161,1314,5721,0.6207273253747845,0.017294707608881636,0.28667886334022136,0.0752991036761125,54196,0.024245331758801388
Iğdır,141602,48238,83674,3163,6527,0.5909097329133769,0.022337255123515205,0.34065903023968586,0.04609398172342199,93364,0.03387815432072319
Yalova,203199,52896,124605,12413,13285,0.6132166004753961,0.06108789905462133,0.260316241713788,0.06537925875619467,150303,0.08258650858598963
Karabük,195902,52428,121362,7206,14906,0.6195036293657032,0.036783697971434694,0.2676236077222285,0.07608906494063358,143474,0.050225127897737566
Kilis,101036,29642,63191,2425,5778,0.6254305396096441,0.02400134605487153,0.29338057722000077,0.05718753711548359,71394,0.03396643975684231
Osmaniye,405666,114011,259549,11614,20492,0.639809597057678,0.028629463647434097,0.2810464766581375,0.05051446263675043,291655,0.039821021412285065
Düzce,309824,82584,195454,11848,19938,0.6308549369964883,0.03824106589547614,0.2665513323693452,0.06435266473869035,227240,0.05213870797394825
Adana,1667391,470200,1031391,77795,88005,0.6185657713157862,0.046656722988189334,0.28199744391087633,0.05278006178514817,1197191,0.0649812770059247
Adıyaman,443356,136569,279723,7395,19669,0.6309218776784344,0.016679598336325662,0.3080346268010357,0.04436389718420412,306787,0.02410467197110699
Afyonkarahisar,561778,129719,375443,16963,39653,0.6683120378512508,0.030195201663290483,0.2309079387231255,0.07058482176233316,432059,0.03926084169060244
Ağrı,347376,123357,207928,2631,13460,0.5985675464050482,0.007573925659803786,0.3551108884897057,0.038747639445442406,224019,0.011744539525665234
Amasya,273043,65247,178209,7741,21846,0.6526774171101255,0.028350845837468823,0.23896236123980472,0.08000937581260095,207796,0.03725288263489191
Ankara,4331344,1155153,2735847,225689,214655,0.6316392787088719,0.0521059975841217,0.26669620330317795,0.049558520403828465,3176191,0.07105649502816423
Antalya,1879581,472279,1200560,120989,85753,0.638738101736504,0.06437019740037807,0.2512682347821137,0.045623466081004226,1407302,0.08597230729438315
Artvin,142281,37299,89314,3455,12213,0.6277296336123587,0.02428293306906755,0.2621502519661796,0.08583718135239421,104982,0.03291040368825132
Aydın,890381,208329,568011,49565,64476,0.637941510432051,0.05566718067883299,0.23397736474610306,0.07241394414301293,682052,0.07267041222663374
Balıkesir,1013266,214469,665433,50428,82936,0.6567209400098296,0.04976778062226503,0.21166110379702863,0.08185017557087675,798797,0.06312993163469567
Bilecik,175414,43122,113769,6158,12365,0.6485742301070611,0.03510552179415554,0.24582986534712167,0.07049038275166178,132292,0.046548544129652585
Bingöl,204669,72308,121170,2156,9035,0.5920290811016813,0.010534081859001607,0.3532923891747162,0.044144447864600894,132361,0.01628878597169861
Bitlis,234327,83883,140207,1347,8890,0.5983390731755197,0.005748377267664417,0.3579741130983625,0.03793843645845336,150444,0.008953497646964983
Bolu,252495,65207,160819,8578,17891,0.6369195429612468,0.033972949959405134,0.2582506584288798,0.07085684865046833,187288,0.04580111913203195
Burdur,221748,54314,142664,7689,17081,0.6433609322293775,0.03467449537312625,0.24493569276836769,0.07702887962912856,167434,0.04592257247631903
Bursa,2355278,568064,1551526,97496,138192,0.6587443180804984,0.04139468886475397,0.2411876644710306,0.05867332858371708,1787214,0.05455194509443189
Çanakkale,449436,104523,289252,19876,35785,0.6435888535853825,0.044224316699151826,0.23256481456759137,0.07962201514787423,344913,0.05762612600858767
Çankırı,156878,34887,104549,4568,12874,0.6664350641900075,0.029118168258136897,0.22238299825341987,0.08206376929843573,121991,0.037445385315310144
Çorum,420099,90601,282254,13140,34104,0.6718749628063861,0.031278341533781326,0.21566583114932433,0.08118086451050824,329498,0.03987884600210016
Denizli,819254,190317,536185,40230,52522,0.6544795631147361,0.049105649774062746,0.23230524355084015,0.06410954356036101,628937,0.06396507122334988
Diyarbakır,1174221,432008,686499,14531,41183,0.5846420733405381,0.012375012880880176,0.3679102996795322,0.0350726140990495,742213,0.0195779378695873
Edirne,347375,87634,216610,14492,28639,0.6235624325296869,0.0417186038143217,0.2522749190356243,0.08244404462036704,259741,0.055794040986983186
Elazığ,457129,140564,278749,11241,26575,0.609781921514496,0.024590432897497204,0.30749307088371114,0.05813457470429573,316565,0.035509295089476096
Erzincan,186842,56351,112408,5433,12650,0.6016206206313356,0.029078044551011015,0.3015970713222937,0.06770426349535971,130491,0.04163505529116951
Erzurum,563257,185636,336819,7952,32850,0.5979845789754943,0.014117889347136387,0.32957601947246107,0.05832151220490824,377621,0.021058150897328272
Eskişehir,710889,186002,439804,36363,48720,0.6186676119619238,0.05115144558433173,0.2616470363164995,0.06853390613724505,524887,0.06927776835776081
Gaziantep,1385606,393567,899269,37541,55229,0.6490077265831701,0.02709356050709942,0.284039618766085,0.039859094143645454,992039,0.03784226224977042
Giresun,370711,93002,232387,12801,32521,0.6268683691608827,0.034530941892741245,0.2508746705654809,0.0877260183808951,277709,0.046095013125249815
Gümüşhane,133046,44106,78369,2416,8155,0.589036874464471,0.01815913293146731,0.33150940276295415,0.06129458984110759,88940,0.027164380481223296
Hakkari,197767,94046,97429,948,5344,0.49264538573169436,0.00479351964685716,0.4755393973716545,0.02702169724979395,103721,0.009139904165983745
Hatay,1171078,328640,749641,36978,55819,0.6401290093401123,0.03157603507195934,0.28063032522171877,0.0476646303662096,842438,0.04389403137085459
Isparta,356173,95795,224762,11883,23733,0.6310472719717666,0.0333630005643325,0.2689563779399337,0.06663334952396728,260378,0.045637496255444006
Mersin,1387559,372282,870403,70732,74142,0.6272908034901579,0.050975850396271435,0.26829994256100104,0.053433403552569654,1015277,0.06966768674952747
İstanbul,11636096,3435399,7084217,599188,517292,0.6088139011572267,0.051493903109771526,0.295236391999516,0.04445580373348587,8200697,0.07306549674984944
İzmir,3520951,883931,2175790,244868,216362,0.6179552058520553,0.06954598345731025,0.25104893535865735,0.06144987533197707,2637020,0.0928578471153044
Kars,206012,66658,125358,2646,11350,0.6084985340659768,0.012843912005125914,0.3235636759023746,0.05509387802652273,139354,0.018987614277308152
Kastamonu,312956,71879,202309,9571,29197,0.6464455067165992,0.030582573908153225,0.22967765436674803,0.09329426500849959,241077,0.039701008391509765
Kayseri,1052658,266068,692620,36253,57717,0.6579724848906292,0.03443948556891222,0.2527582557677802,0.05482977377267831,786590,0.04608881374032215
Kırklareli,303348,75102,191158,13302,23786,0.6301607394807284,0.043850627002650425,0.24757704023102178,0.07841159328559938,228246,0.05827922504666018
Kırşehir,186294,47159,119422,6527,13186,0.6410405058670703,0.03503601833660773,0.253142881681643,0.07078059411467895,139135,0.04691127322384734
Kocaeli,1485321,387231,970999,56009,71082,0.6537300691231054,0.037708347219220624,0.26070526169090724,0.04785632196676678,1098090,0.051005837408591284
Konya,1680400,424295,1107288,54677,94140,0.6589431087836229,0.03253808616995953,0.2524964294215663,0.056022375624851226,1256105,0.043529004342789814
Kütahya,470797,107770,311732,14668,36627,0.6621367595800313,0.031155678562097888,0.2289096999343666,0.07779786192350419,363027,0.04040470818974897
Malatya,611870,177832,381426,17262,35350,0.6233775148315819,0.028211875071502118,0.290636899995097,0.05777371010181901,434038,0.039770711320206986
Manisa,1140693,259104,758847,44173,78569,0.6652508606610192,0.038724705069637495,0.2271461295896442,0.06887830467969909,881589,0.05010611520788032
Kahramanmaraş,827972,220358,548597,21809,37208,0.6625791693438908,0.026340262714198065,0.2661418502074949,0.04493871773441614,607614,0.0358928530284029
Mardin,552341,210646,316074,5321,20300,0.5722443200848751,0.009633541598396642,0.38136948008567173,0.03675265823105654,341695,0.015572367169551793
Muğla,785799,183426,503452,54052,44869,0.6406880130924065,0.06878603815988567,0.23342610514902665,0.05709984359868109,602373,0.08973177748670674
Muş,266974,96815,158534,1692,9933,0.5938181246113854,0.006337695805584065,0.3626383093484759,0.037205870234554676,170159,0.009943640947584318
Nevşehir,233347,54994,153659,8748,15946,0.6585000021427316,0.03748923277350898,0.23567476762075365,0.06833599746300574,178353,0.049048796487863956
Niğde,274987,73280,176233,8453,17021,0.6408775687577958,0.03073963496456196,0.2664853247608069,0.06189747151683534,201707,0.041907321015135814
Ordu,605980,138020,404558,17055,46347,0.6676094920624444,0.02814449321759794,0.2277632925179049,0.07648272220205288,467960,0.036445422685699634
Rize,279114,80458,170136,6955,21565,0.609557385154453,0.02491813380912459,0.28826214378354365,0.07726233725287875,198656,0.03501026900773196
Sakarya,790385,208795,504613,28371,48606,0.638439494676645,0.03589516501451824,0.26416872789842927,0.06149661241040759,581590,0.04878178785742533
Samsun,1052949,265279,679488,37034,71148,0.6453190040543274,0.03517169397568164,0.25193907777109814,0.06757022419889282,787670,0.047017151852933335
Siirt,216459,85050,122205,1432,7772,0.5645641899851704,0.0066155715401069026,0.39291505550704753,0.03590518296767517,131409,0.010897274920287043
Sinop,180007,40357,117006,6271,16373,0.6500080552422961,0.03483753409589627,0.22419683678968041,0.09095757387212719,139650,0.04490511994271393
Sivas,502534,140561,313977,12770,35226,0.6247875765619839,0.025411215957527253,0.27970445780782993,0.07009674967265897,361973,0.03527887439118387
Tekirdağ,824100,197079,546158,36033,44830,0.6627326780730494,0.04372406261376047,0.23914452129595923,0.05439873801723092,627021,0.05746697479031803
Tokat,487581,120538,316214,12689,38140,0.6485363457558847,0.026024393895578375,0.24721635994839833,0.07822290040013864,367043,0.034570881340878316
Trabzon,641004,183379,399083,14944,43598,0.6225904986552346,0.02331342706129759,0.28608089809111953,0.06801517619234826,457625,0.03265555859054903
Tunceli,71981,22938,41060,3040,4943,0.5704283074700268,0.04223336713855045,0.3186674261263389,0.06867089926508384,49043,0.06198642008033766
Şanlıurfa,1247718,445383,747376,14777,40182,0.5989943240379637,0.011843220984228808,0.35695806263915403,0.032204392338653444,802335,0.0184174939395639
Uşak,294274,66609,194154,13689,19822,0.6597728647451016,0.046517871099723385,0.226350272195301,0.06735899195987413,227665,0.06012781938374366
Van,745755,267917,446799,5230,25809,0.5991230363859444,0.0070130270665298925,0.3592560559433058,0.03460788060421988,477838,0.010945132032195012
Yozgat,326685,81041,212600,8832,24212,0.6507798031743116,0.027035217411267735,0.24807077153833204,0.07411420787608859,245644,0.03595447069743206
Zonguldak,486782,119631,311529,20986,34636,0.6399764165478592,0.04311170092567104,0.24575888179924485,0.07115300072722491,367151,0.05715904355428693
Aksaray,302658,77006,197608,11215,16829,0.6529085634610683,0.037055025804703656,0.2544323956412849,0.05560401509294319,225652,0.04970042366121284
Bayburt,67553,24165,38368,970,4050,0.5679688540849407,0.01435909582105902,0.3577191242431868,0.05995292585081344,43388,0.0223564119111275
Karaman,195449,50190,125880,7300,12079,0.6440554825043874,0.037349896904051695,0.256793332275939,0.061801288315621976,145259,0.050255061648503706
Kırıkkale,224589,59381,140979,8936,15293,0.6277199684757491,0.03978823539888418,0.2643985235251949,0.06809327260017187,165208,0.054089390344293255
Batman,401092,159240,225170,3390,13292,0.5613923987514087,0.008451926241361084,0.3970161459216339,0.03313952908559632,241852,0.014016836743132163
Şırnak,334581,150502,172698,2009,9372,0.5161620056129905,0.0060045250626903504,0.4498223150746755,0.028011154249643583,184079,0.010913792447807734
Bartın,164330,38491,107039,5952,12848,0.6513661534716728,0.03621980161869409,0.2342299032434735,0.07818414166615956,125839,0.04729853225152775
Ardahan,76429,22068,47382,1250,5729,0.6199479255256513,0.016355048476363685,0.288738567821115,0.07495845817687004,54361,0.022994426151100974
Iğdır,139221,46415,83281,3110,6415,0.5981928013733561,0.022338583977991825,0.33339079592877513,0.04607781871987703,92806,0.03351076439023339
Yalova,198251,51392,122340,11657,12862,0.6170965089709509,0.05879919899521314,0.2592269395866856,0.06487735244715033,146859,0.07937545536875507
Karabük,200335,57139,121481,6992,14723,0.606389297925974,0.03490153992063294,0.28521726108767814,0.07349190106571493,143196,0.048828179558088214
Kilis,100635,29575,63096,2337,5627,0.6269786853480399,0.023222536890743776,0.29388383763104287,0.055914940130173396,71060,0.03288770053475936
Osmaniye,395054,107107,257354,10975,19618,0.6514400562961012,0.027781012216051476,0.2711198975329955,0.049659033954851745,287947,0.03811465304378931
Düzce,306298,81976,193462,11369,19491,0.6316136572880006,0.03711744771431743,0.26763478703746024,0.06363410796022174,224322,0.05068160947209815
Adana,1649850,464701,1025694,73255,86200,0.6216892444767707,0.04440100615207443,0.2816625753856411,0.05224717398551383,1185149,0.061810793410786324
Adıyaman,440671,136629,277687,6922,19433,0.6301458457670235,0.015707863689691404,0.3100476319067967,0.044098658636488444,304042,0.022766591457759125
Afyonkarahisar,557333,126438,375616,15894,39385,0.6739525561917202,0.028517959639928016,0.22686257587474634,0.07066690829360543,430895,0.0368860163148795
Ağrı,347752,125431,206450,2412,13459,0.5936702017529734,0.006935977363178357,0.36069095217281283,0.03870286871103545,222321,0.01084917754058321
Amasya,272232,65220,178112,7252,21648,0.6542654794440036,0.026639043169061682,0.23957506832407652,0.07952040906285815,207012,0.035031785596970226
Ankara,4238964,1126793,2691507,211551,209113,0.6349445288990423,0.04990629785957135,0.26581801591143495,0.04933115732995137,3112171,0.06797537795963011
Antalya,1828389,452593,1179812,112900,83084,0.6452740636702583,0.06174834786251722,0.24753649250788537,0.04544109595933907,1375796,0.08206158471168691
Artvin,144979,38075,91388,3288,12228,0.6303533615213238,0.0226791466350299,0.26262424213161906,0.08434324971202727,106904,0.03075656663922772
Aydın,879483,202997,566266,46550,63670,0.6438623600456177,0.052928822956214046,0.23081401232314894,0.0723948046750193,676486,0.06881147577333456
Balıkesir,1011745,213641,668297,47687,82120,0.6605389697997025,0.047133418005525105,0.21116091505270596,0.08116669714206642,798104,0.05975035834928781
Bilecik,179155,47345,113547,5885,12378,0.6337919678490692,0.03284865060980715,0.26426837096369066,0.06909101057743294,131810,0.044647598816478264
Bingöl,205247,73611,120713,1970,8953,0.5881352711610889,0.009598191447378036,0.35864592417915975,0.043620613212373385,131636,0.01496551095445015
Bitlis,234410,85085,139297,1247,8781,0.5942451260611749,0.0053197389189880975,0.3629751290473956,0.03746000597244145,149325,0.008350912439310229
Bolu,250748,64832,160248,7993,17675,0.6390798730199244,0.031876625137588335,0.258554405219583,0.07048909662290427,185916,0.04299253426278534
Burdur,220688,53493,142794,7409,16992,0.6470401653012398,0.033572283042122814,0.24239197418980643,0.076995577466831,167195,0.04431352612219265
